timestamp,heart rate,temperature,enhanced altitude
2024-08-02T15:07:35.000Z,119,30,221.6
2024-08-02T15:07:36.000Z,119,30,221.6
2024-08-02T15:07:37.000Z,119,30,221.6
2024-08-02T15:07:38.000Z,118,30,221.6
2024-08-02T15:07:39.000Z,118,30,221.6
2024-08-02T15:07:40.000Z,118,30,221.6
2024-08-02T15:07:41.000Z,118,30,221.6
2024-08-02T15:07:42.000Z,117,30,221.6
2024-08-02T15:07:43.000Z,118,30,221.6
2024-08-02T15:07:44.000Z,119,30,221.6
2024-08-02T15:07:45.000Z,119,30,221.6
2024-08-02T15:07:46.000Z,119,30,221.6
2024-08-02T15:07:47.000Z,119,30,221.6
2024-08-02T15:07:48.000Z,121,30,221.6
2024-08-02T15:07:49.000Z,119,30,221.6
2024-08-02T15:07:50.000Z,119,30,221.6
2024-08-02T15:07:51.000Z,121,30,221.6
2024-08-02T15:07:52.000Z,123,30,221.6
2024-08-02T15:07:53.000Z,122,30,221.6
2024-08-02T15:07:54.000Z,122,30,221.6
2024-08-02T15:07:55.000Z,122,30,221.6
2024-08-02T15:07:56.000Z,123,30,221.6
2024-08-02T15:07:57.000Z,123,30,221.6
2024-08-02T15:07:58.000Z,121,30,221.6
2024-08-02T15:07:59.000Z,122,30,221.6
2024-08-02T15:08:00.000Z,125,30,221.6
2024-08-02T15:08:01.000Z,126,30,221.6
2024-08-02T15:08:02.000Z,127,30,221.6
2024-08-02T15:08:03.000Z,126,30,221.6
2024-08-02T15:08:04.000Z,125,30,221.6
2024-08-02T15:08:05.000Z,124,30,221.6
2024-08-02T15:08:06.000Z,123,30,221.6
2024-08-02T15:08:07.000Z,122,30,221.6
2024-08-02T15:08:08.000Z,122,30,221.6
2024-08-02T15:08:09.000Z,121,30,221.6
2024-08-02T15:08:10.000Z,120,30,221.6
2024-08-02T15:08:11.000Z,121,30,221.6
2024-08-02T15:08:12.000Z,120,30,221.6
2024-08-02T15:08:13.000Z,120,30,221.6
2024-08-02T15:08:14.000Z,120,30,221.6
2024-08-02T15:08:15.000Z,119,30,221.6
2024-08-02T15:08:16.000Z,118,30,221.6
2024-08-02T15:08:17.000Z,118,30,221.6
2024-08-02T15:08:18.000Z,117,30,221.6
2024-08-02T15:08:19.000Z,117,30,221.6
2024-08-02T15:08:20.000Z,116,30,221.6
2024-08-02T15:08:21.000Z,116,30,221.6
2024-08-02T15:08:22.000Z,117,30,221.6
2024-08-02T15:08:23.000Z,116,30,221.6
2024-08-02T15:08:24.000Z,115,30,221.6
2024-08-02T15:08:25.000Z,115,30,221.6
2024-08-02T15:08:26.000Z,115,30,221.6
2024-08-02T15:08:27.000Z,115,30,221.6
2024-08-02T15:08:28.000Z,116,30,221.6
2024-08-02T15:08:29.000Z,116,30,221.6
2024-08-02T15:08:30.000Z,115,30,221.6
2024-08-02T15:08:31.000Z,115,30,221.6
2024-08-02T15:08:32.000Z,116,30,221.6
2024-08-02T15:08:33.000Z,116,30,221.6
2024-08-02T15:08:34.000Z,115,30,221.6
2024-08-02T15:08:35.000Z,115,30,221.6
2024-08-02T15:08:36.000Z,115,30,221.6
2024-08-02T15:08:37.000Z,114,30,221.6
2024-08-02T15:08:38.000Z,114,30,221.6
